"Year","$%","Title_EN","Country","Genres","Distribution","IMDb"
1981,"54","Sharky's Machine","USA","Action/Thriller/Drama",,"tt0083064"
1981,"54","Nice Dreams","USA","Comedy/Crime",,"tt0082163"
1981,"51","Endless Love","USA","Drama/Romance",,"tt0082329"
1981,"51","Halloween II","USA","Horror/Thriller/Drama",,"tt0082495"
1981,"50","History of the World: Part I","USA","Comedy/History/Music",,"tt0082517"
1981,"50","Bustin' Loose","USA","Comedy/Drama",,"tt0082121"
1981,"50","Oh My Dearest Harry","D","Comedy/Crime",,"tt0080328"
1981,"49","Heavy Metal","CDN","Animation/Adventure/Fantasy",,"tt0082509"
1981,"48","Neighbors","USA","Comedy/-",,"tt0082801"
1981,"48","The Evil Dead","USA","Horror/Thriller/Mystery",,"tt0083907"
1981,"44","Body Heat","USA","Thriller/Drama/Erotic",,"tt0082089"
1981,"43","Friday the 13th Part 2","USA","Horror/Mystery/Thriller",,"tt0082418"
1981,"40","Nightdreams","USA","Erotic/Horror/Fantasy",,"tt0082811"
1981,"40","Up the Creek","D","Comedy/-",,"tt0082002"
1981,"40","Irezumi: Spirit Of Tattoo","J","Erotic/Drama/Romance",,"tt0084153"
1981,"40","Tales of Ordinary Madness","I/F","Erotic/Drama",,"tt0086410"
1981,"40","Omen III: The Final Conflict","GB/USA","Horror/Mystery/Fantasy",,"tt0082377"
1981,"37","Buddy Buddy","USA","Comedy/Crime",,"tt0082111"
1981,"32","The Miner's Wife 6","D","Erotic/Comedy",,"tt0082645"
1981,"30","Fruits of Passion","F/J","Erotic/Drama",,"tt0082422"
1981,"25","Alice: Rent a Girl","F/CH","Erotic/-",,"tt0081999"
1981,"20","Six Swedish Girls on Ibiza","CH/E","Erotic/Comedy",,"tt0080490"
1981,"08","Permanent Vacation","USA","Comedy/Drama",,"tt0084488"
1982,"95","E.T. the Extra-Terrestrial","USA","Sci-Fi/Family/Adventure",,"tt0083866"
1982,"87","Rocky III","USA","Action/Drama/Sports",,"tt0084602"
1982,"85","Tootsie","USA","Comedy/Drama/Romance",,"tt0084805"
1982,"82","An Officer and a Gentleman","USA","Drama/Romance/Erotic",,"tt0084434"
1982,"81","Porky's","CDN/USA","Comedy/Erotic",,"tt0084522"
1982,"80","First Blood","USA","Action/Drama/Thriller",,"tt0083944"
1982,"79","Poltergeist","USA","Horror/Thriller/Mystery",,"tt0084516"
1982,"78","Gandhi","GB/IND","Epic/History/Drama",,"tt0083987"
1982,"76","48 Hrs.","USA","Action/Comedy/Crime",,"tt0083511"
1982,"74","Star Trek II: The Wrath of Khan","USA","Sci-Fi/Adventure/Action",,"tt0084726"
1982,"72","The Best Little Whorehouse in Texas","USA","Comedy/Music/Erotic",,"tt0083642"
1982,"71","Quarter to Two Before Jesus Christ","F","Comedy/Adventure",,"tt0083824"
1982,"70","Grand Hotel Excelsior","I","Comedy/-",,"tt0084018"
1982,"70","Madame Aema","ROK","Erotic/Romance/Drama",,"tt0305181"
1982,"70","The Gendarme and the Gendarmette","F","Comedy/Crime",,"tt0083996"
1982,"68","Annie","USA","Family/Music/Drama",,"tt0083564"
1982,"66","The Verdict","USA","Drama/Crime",,"tt0084855"
1982,"65","The Secret of NIMH","USA","Animation/Adventure/Drama",,"tt0084649"
1982,"65","The Dark Crystal","USA/GB","Fantasy/Family/Adventure",,"tt0083791"
1982,"65","La Boum 2","F","Romance/Comedy/Fantasy",,"tt0083686"
1982,"64","Tron","USA","Sci-Fi/Action/Adventure",,"tt0084827"
1982,"60","Bomber","I","Action/Comedy/Sports",,"tt0083675"
1982,"58","The Toy","USA","Comedy/Family",,"tt0084809"
1982,"58","Pink Floyd: The Wall","GB","Drama/Music/Fantasy",,"tt0084503"
1982,"57","Firefox","USA/A/KN","Thriller/Adventure/Action",,"tt0083943"
1982,"55","Evil Under the Sun","GB","Crime/Mystery/Thriller",,"tt0083908"
1982,"54","Conan the Barbarian","USA","Fantasy/Action/Adventure",,"tt0082198"
1982,"53","Blade Runner","USA/HK","Sci-Fi/Thriller/Drama",,"tt0083658"
1982,"52","The Sword and the Sorcerer","USA","Fantasy/Adventure/Action",,"tt0084749"
1982,"50","Best Friends","USA","Comedy/Romance/Drama",,"tt0083641"
1982,"50","Richard Pryor: Live on the Sunset Strip","USA","Show/Comedy/Documentary",,"tt0084597"
1982,"50","Pirate Station: Powerplay","D","Comedy/Action",,"tt0082911"
1982,"49","The Last Unicorn","USA","Animation/Family/Adventure",,"tt0084237"
1982,"49","Banana Joe","I/D","Action/Comedy/Adventure",,"tt0082045"
1982,"48","Friday the 13th Part III","USA","Horror/Thriller",,"tt0083972"
1982,"47","Young Doctors in Love","USA","Comedy/-",,"tt0084938"
1982,"46","Airplane II: The Sequel","USA","Comedy/Sci-Fi",,"tt0083530"
1982,"41","The Thing","USA","Horror/Sci-Fi/Mystery",,"tt0084787"
1982,"40","The Return of Martin Guerre","F","Drama/Mystery/Romance",,"tt0084589"
1982,"39","Creepshow","USA","Horror/Comedy/Fantasy",,"tt0083767"
1982,"35","Grease 2","USA","Romance/Music/Comedy",,"tt0084021"
1982,"35","Bingo Bongo","I/D","Comedy/Family/Romance",,"tt0083655"
1982,"34","Monty Python Live at the Hollywood Bowl","GB/USA","Show/Comedy/Documentary",,"tt0084352"
1982,"34","Fitzcarraldo","D/PE","Drama/Adventure",,"tt0083946"
1982,"34","Amityville II: The Possession","MEX/USA","Horror/Mystery/Fantasy",,"tt0083550"
1982,"30","The Beastmaster","USA/D","Fantasy/Action/Adventure",,"tt0083630"
1982,"30","Halloween III: Season of the Witch","USA","Horror/Mystery/Sci-Fi",,"tt0085636"
1982,"29","A Midsummer Night's Sex Comedy","USA","Comedy/Sci-Fi/Romance",,"tt0084329"
1982,"28","Once Upon a Time in America","USA/I","Epic/Crime/Drama",,"tt0087843"
1982,"25","Mazes and Monsters","USA","Thriller/Drama/Fantasy","d2TV","tt0084314"
1982,"25","Sex Scandal in Tyrol","D","Erotic/Comedy",,"tt0193297"
1982,"20","Wanda Whips Wall Street / Stocks and Blondes","USA","Erotic/Comedy/Drama",,"tt0083314"
1982,"19","Swamp Thing","USA","Horror/Sci-Fi",,"tt0084745"
1982,"19","Loving Greetings from the Lederhosen 6","D","Erotic/Comedy",,"tt0192246"
1982,"14","The State of Things","D","Drama/Adventure",,"tt0084725"
1982,"12","Piranha II: The Spawning","USA/NL/I","Horror/Sci-Fi/Thriller",,"tt0082910"
1983,"91","Star Wars - Return of the Jedi","USA","Sci-Fi/Action/Fantasy",,"tt0086190"
1983,"85","Flashdance","USA","Romance/Music/Drama",,"tt0085549"
1983,"85","Never Say Never Again","GB/USA","Thriller/Action/Adventure",,"tt0086006"
1983,"85","The Day After","USA","Thriller/Drama/Sci-Fi","d2TV","tt0085404"
1983,"83","Terms of Endearment","USA","Drama/Comedy/Family",,"tt0086425"
1983,"83","Octopussy","GB/USA","Thriller/Action/Adventure",,"tt0086034"
1983,"82","Sudden Impact","USA","Action/Crime/Thriller",,"tt0086383"
1983,"81","Trading Places","USA","Comedy/-",,"tt0086465"
1983,"79","WarGames","USA","Thriller/Sci-Fi/Drama",,"tt0086567"
1983,"76","Staying Alive","USA","Romance/Music/Drama",,"tt0086361"
1983,"75","Jaws 3-D","USA","Horror/Thriller/Adventure",,"tt0085750"
1983,"73","Yentl","USA","Drama/Music/Romance",,"tt0086619"
1983,"72","Scarface","USA","Thriller/Drama/Action",,"tt0086250"
1983,"71","Mr. Mom","USA","Comedy/Drama/Family",,"tt0085970"
1983,"71","Risky Business","USA","Comedy/Crime/Erotic",,"tt0086200"
1983,"70","National Lampoon's Vacation","USA","Comedy/Family/Adventure",,"tt0085995"
1983,"70","The Key","I","Erotic/Drama/Romance",,"tt0085328"
1983,"69","Superman III","GB/USA","Sci-Fi/Action",,"tt0086393"
1983,"66","The Big Chill","USA","Comedy/Drama",,"tt0085244"
1983,"66","Porky's II: The Next Day","USA/CDN","Comedy/Erotic",,"tt0086129"
1983,"65","ComDads","F","Comedy/Crime",,"tt0085354"
1983,"60","Carmen","E","Drama/Music/Romance",,"tt0085297"
1983,"60","Go for It","I/USA","Action/Comedy/Adventure",,"tt0085601"
1983,"60","The Super Noses","D","Comedy/Crime",,"tt0086394"
1983,"56","Blue Thunder","USA","Action/Thriller/Drama",,"tt0085255"
1983,"55","Krull","GB/USA","Fantasy/Action/Sci-Fi",,"tt0085811"
1983,"55","Last Dance","D","Comedy/-",,"tt0085781"
1983,"53","Cujo","USA","Horror/Thriller",,"tt0085382"
1983,"53","Monty Python's The Meaning of Life","GB","Comedy/Music",,"tt0085959"
1983,"52","Silkwood","USA","Drama/Thriller/History",,"tt0086312"
1983,"51","Psycho II","USA","Thriller/Horror/Mystery",,"tt0086154"
1983,"50","The Outsiders","USA","Drama/Crime",,"tt0086066"
1983,"45","Lemon Popsicle 4 - Private Popsicle","IL/D","Comedy/Drama/Erotic",,"tt0084629"
1983,"44","Breathless","USA","Thriller/Romance/Erotic",,"tt0085276"
1983,"42","Christine","USA","Horror/Thriller",,"tt0085333"
1983,"41","Barefoot Gen","J","Animation/Drama",,"tt0085218"
1983,"40","Non Stop Trouble with Spies","D","Comedy/Thriller",,"tt0086257"
1983,"38","Valley Girl","USA","Romance/Comedy",,"tt0086525"
1983,"38","All the Right Moves","USA","Action/Drama/Sports",,"tt0085154"
1983,"34","Gorky Park","USA","Thriller/Mystery/Drama",,"tt0085615"
1983,"32","Fanny Hill","GB","Erotic/Comedy",,"tt0087237"
1983,"25","Amityville 3-D","USA/MEX","Horror/Mystery/Fantasy",,"tt0085159"
1983,"20","Premiers Désirs - First Desires","F/D","Erotic/Romance/Drama",,"tt0086136"
1983,"20","Private Manoeuvres","IL/D","Comedy/Erotic/Drama",,"tt0152257"
1983,"20","A Summer in St. Tropez","F/D","Erotic/Music/Romance","d2Video","tt0088202"
1983,"16","Smokey and the Bandit Part 3","USA","Action/Comedy/Crime",,"tt0086325"
1983,"15","Joysticks","USA","Comedy/Erotic",,"tt0085764"
1983,"13","Losin' It","CDN/USA","Comedy/Drama",,"tt0085868"
1984,"91","Indiana Jones and the Temple of Doom","USA/CL/IND","Adventure/Action",,"tt0087469"
1984,"91","Ghostbusters","USA","Comedy/Fantasy/Action",,"tt0087332"
1984,"90","Beverly Hills Cop","USA","Action/Comedy/Crime",,"tt0086960"
1984,"83","The Karate Kid","USA","Action/Family/Drama",,"tt0087538"
1984,"82","The NeverEnding Story","D/USA","Fantasy/Family/Drama",,"tt0088323"
1984,"82","Gremlins","USA","Horror/Comedy/Fantasy",,"tt0087363"
1984,"81","Romancing the Stone","MEX/USA","Adventure/Action/Comedy",,"tt0088011"
1984,"80","The Terminator","USA","Action/Sci-Fi/Thriller",,"tt0088247"
1984,"80","Police Academy","USA","Comedy/Action/Crime",,"tt0087928"
1984,"79","Amadeus","USA","Drama/Music/History",,"tt0086879"
1984,"78","Star Trek III: The Search for Spock","USA","Sci-Fi/Adventure/Action",,"tt0088170"
1984,"77","Footloose","USA","Romance/Music/Drama",,"tt0087277"
1984,"75","Threads","GB/AUS","Thriller/Drama/Sci-Fi","d2TV","tt0090163"
1984,"72","A Nightmare on Elm Street","USA","Horror/Thriller/Mystery",,"tt0087800"
1984,"71","Splash","USA","Comedy/Romance/Family",,"tt0088161"
1984,"70","Purple Rain","USA","Drama/Music/Romance",,"tt0087957"
1984,"70","Nausicaä of the Valley of the Wind","J","Animation/Adventure/Sci-Fi",,"tt0087544"
1984,"69","Greystoke: The Legend of Tarzan, Lord of the Apes","GB/USA","Adventure/Drama",,"tt0087365"
1984,"66","Revenge of the Nerds","USA","Comedy/-",,"tt0088000"
1984,"64","Cannonball Run II","HK/USA","Action/Comedy/Adventure",,"tt0087032"
1984,"62","Red Dawn","USA","Action/Drama/Thriller",,"tt0087985"
1984,"61","Tightrope","USA","Thriller/Mystery/Horror",,"tt0088272"
1984,"60","The Natural","USA","Drama/Sports",,"tt0087781"
1984,"60","Two Noses Fuel Up Premium","D","Comedy/Action",,"tt0088459"
1984,"58","Non-Stop Trouble with My Double","D","Comedy/Crime/Action",,"tt0087147"
1984,"54","2010: The Year We Make Contact","USA","Sci-Fi/Adventure/Mystery",,"tt0086837"
1984,"52","Breakin'","USA","Comedy/Music/Drama",,"tt0086998"
1984,"52","Bachelor Party","USA","Comedy/Erotic",,"tt0086927"
1984,"52","Emmanuelle 4","F","Erotic/Romance/Drama",,"tt0085486"
1984,"50","Paris, Texas","D/F","Drama/Adventure",,"tt0087884"
1984,"50","The Public Woman","F","Erotic/Drama",,"tt0087250"
1984,"50","Madame Aema 2","ROK","Erotic/Romance/Drama",,"tt0305184"
1984,"49","All of Me","USA","Comedy/Fantasy/Romance",,"tt0086873"
1984,"48","Nineteen Eighty-Four","GB","Thriller/Drama/Sci-Fi",,"tt0087803"
1984,"47","Dune","USA","Sci-Fi/Epic/Adventure",,"tt0087182"
1984,"46","Starman","USA","Sci-Fi/Romance",,"tt0088172"
1984,"46","The Last Starfighter","USA","Sci-Fi/Adventure/Action",,"tt0087597"
1984,"45","Supergirl","GB/USA","Sci-Fi/Action/Comedy",,"tt0088206"
1984,"45","Friday the 13th: The Final Chapter","USA","Horror/Thriller",,"tt0087298"
1984,"45","The Twin","F","Comedy/-",,"tt0087520"
1984,"45","Lemon Popsicle 5 - Baby Love","IL/D","Comedy/Drama/Erotic",,"tt0086926"
1984,"44","Conan the Destroyer","USA","Fantasy/Action/Adventure",,"tt0087078"
1984,"42","Double Trouble","I","Action/Comedy",,"tt0087481"
1984,"41","The Muppets Take Manhattan","USA","Family/Comedy/Music",,"tt0087755"
1984,"40","Story of O: Chapter 2","F/E/PA","Erotic/Drama",,"tt0087412"
1984,"37","This Is Spinal Tap","USA","Comedy/Music",,"tt0088258"
1984,"34","Top Secret!","USA","Comedy/Crime/Music",,"tt0088286"
1984,"31","Bolero","USA","Erotic/Romance/Drama",,"tt0086987"
1984,"30","Firestarter","USA","Horror/Thriller/Drama",,"tt0087262"
1984,"27","Broadway Danny Rose","USA","Comedy/Drama",,"tt0087003"
1984,"25","Breakin' 2: Electric Boogaloo","USA","Comedy/Music/Drama",,"tt0086999"
1984,"25","Rasputin - Orgy in the Tsarina's Court","D","Erotic/Action/History",,"tt0086174"
1984,"21","Swing Shift","USA","Romance/Drama/Comedy",,"tt0088213"
1984,"20","Bring the Little Pigs","D","Erotic/Comedy",,"tt0087404"
1984,"18","Stranger Than Paradise","USA/D","Comedy/Drama/Adventure",,"tt0088184"
1984,"15","Iceman","USA","Drama/Sci-Fi",,"tt0087452"
1984,"15","Crimes of Passion","USA","Thriller/Erotic/Drama",,"tt0087100"
1984,"14","Birdy","USA","Drama/Thriller",,"tt0086969"
1984,"10","Favourites of the Moon","F","Comedy/Crime/Drama",,"tt0087246"
1985,"90","Back to the Future","USA","Sci-Fi/Comedy/Adventure",,"tt0088763"
1985,"87","Rocky IV","USA","Action/Drama/Sports",,"tt0089927"
1985,"87","Rambo: First Blood Part II","USA","Action/Adventure/Thriller",,"tt0089880"
1985,"85","Out of Africa","USA","Romance/Epic/Drama",,"tt0089755"
1985,"85","A View to a Kill","GB/USA","Thriller/Action/Adventure",,"tt0090264"
1985,"80","The Goonies","USA","Adventure/Family/Comedy",,"tt0089218"
1985,"79","The Jewel of the Nile","USA","Adventure/Action/Comedy",,"tt0089370"
1985,"78","Police Academy 2: Their First Assignment","USA","Comedy/Action/Crime",,"tt0089822"
1985,"78","The Color Purple","USA","Epic/Drama",,"tt0088939"
1985,"77","Cocoon","USA","Sci-Fi/Comedy/Drama",,"tt0088933"
1985,"75","Spies Like Us","USA","Comedy/Thriller/Adventure",,"tt0090056"
1985,"75","Three Men and a Cradle","F","Comedy/Drama/Family",,"tt0090206"
1985,"74","Witness","USA","Thriller/Romance/Drama",,"tt0090329"
1985,"73","Holly - The Movie","D","Comedy/Romance",,"tt0089753"
1985,"71","Fletch","USA","Comedy/Crime/Mystery",,"tt0089155"
1985,"70","Commando","USA","Action/Adventure/Thriller",,"tt0088944"
1985,"70","Men...","D","Comedy/Romance",,"tt0089656"
1985,"70","Vampire Hunter D","J","Animation/Action/Fantasy",,"tt0090248"
1985,"70","WrestleMania I","USA","Event/Action/Sports","d2TV","tt0235073"
1985,"69","Asterix Versus Caesar","F/B","Animation/Comedy/Adventure",,"tt0088748"
1985,"67","The Breakfast Club","USA","Drama/Comedy",,"tt0088847"
1985,"65","National Lampoon's European Vacation","USA","Comedy/Family/Adventure",,"tt0089670"
1985,"64","Mask","USA","Drama/-",,"tt0089560"
1985,"60","White Nights","USA","Drama/Music/Thriller",,"tt0090319"
1985,"60","Ran","J/F","Epic/History/Action",,"tt0089881"
1985,"59","Mad Max Beyond Thunderdome","AUS","Action/Adventure/Sci-Fi",,"tt0089530"
1985,"58","Pale Rider","USA","Western/Drama",,"tt0089767"
1985,"58","Scene of the Crime: A Tooth for a Tooth","D","Crime/Action/Thriller",,"tt0090137"
1985,"56","Pee-wee's Big Adventure","USA","Comedy/Adventure/Family",,"tt0089791"
1985,"56","The Black Cauldron","USA","Animation/Family/Adventure",,"tt0088814"
1985,"55","Enemy Mine","USA/D","Sci-Fi/Action/Drama",,"tt0089092"
1985,"55","Nonstop Trouble with the Family","D","Comedy/Action",,"tt0087148"
1985,"55","A Room with a View","GB","Romance/Drama",,"tt0091867"
1985,"50","St. Elmo's Fire","USA","Drama/Romance",,"tt0090060"
1985,"50","Day of the Dead","USA","Horror/Thriller",,"tt0088993"
1985,"50","Superelectronics","D","Comedy/Adventure/Fantasy",,"tt0089077"
1985,"49","Teen Wolf","USA","Comedy/Fantasy/Romance",,"tt0090142"
1985,"45","Kiss of the Spider Woman","USA/BR","Drama/Thriller",,"tt0089424"
1985,"43","Brazil","GB/USA","Sci-Fi/Thriller/Drama",,"tt0088846"
1985,"43","The Return of the Living Dead","USA","Horror/Comedy/Sci-Fi",,"tt0089907"
1985,"42","A Nightmare on Elm Street 2: Freddy's Revenge","USA","Horror/Thriller/Mystery",,"tt0089686"
1985,"41","Prizzi's Honor","USA","Thriller/Comedy/Drama",,"tt0089841"
1985,"41","Desperately Seeking Susan","USA","Comedy/Drama",,"tt0089017"
1985,"40","New Wave Hookers","USA","Erotic/Comedy/Fantasy",,"tt0089680"
1985,"40","Madame Aema 3","ROK","Erotic/Romance/Drama",,"tt0305185"
1985,"38","Legend","USA","Fantasy/Family/Romance",,"tt0089469"
1985,"37","King Solomon's Mines","USA","Adventure/Action/Comedy",,"tt0089421"
1985,"35","Young Lady Chatterley II","USA","Erotic/Romance/Drama",,"tt0090356"
1985,"34","Friday the 13th: A New Beginning","USA","Horror/Mystery/Thriller",,"tt0089173"
1985,"34","Porky's Revenge","USA/CDN","Comedy/Erotic",,"tt0089826"
1985,"32","Lemon Popsicle 6 - Up Your Anchor","IL","Comedy/Erotic",,"tt0089473"
1985,"31","Birds of a Feather 3: The Wedding","F/I","Comedy/-",,"tt0088873"
1985,"28","My Beautiful Laundrette","GB","Comedy/Drama/Romance",,"tt0091578"
1985,"28","The Purple Rose Of Cairo","USA","Comedy/Romance/Fantasy",,"tt0089853"
1985,"26","Return to Oz","USA/GB","Fantasy/Family/Adventure",,"tt0089908"
1985,"25","Into the Night","USA","Action/Comedy/Thriller",,"tt0089346"
1985,"25","Explorers","USA","Sci-Fi/Adventure/Family",,"tt0089114"
1985,"23","The Man with One Red Shoe","USA","Comedy/Thriller",,"tt0089543"
1985,"21","Andre Handles Them All","D","Comedy/-",,"tt0086895"
1985,"21","Red Sonja","USA","Fantasy/Action/Adventure",,"tt0089893"
1985,"20","King David","USA","Adventure/Drama",,"tt0089420"
1985,"18","The Mean Season","USA","Crime/Thriller",,"tt0089572"
1985,"16","Water","GB","Comedy/Drama",,"tt0090297"
1985,"14","Revolution","GB","Adventure/Drama/History",,"tt0089913"
1985,"14","Bring on the Night","GB/USA","Music/Documentary",,"tt0088855"
1985,"13","Fandango","USA","Comedy/Adventure/Drama",,"tt0089126"
1985,"11","Flesh+Blood","USA/NL/E","Adventure/Erotic/History",,"tt0089153"
1986,"92","Top Gun","USA","Action/Drama",,"tt0092099"
1986,"89","Crocodile Dundee","AUS/USA","Action/Comedy/Adventure",,"tt0090555"
1986,"82","The Karate Kid Part II","USA","Action/Family/Drama",,"tt0091326"
1986,"82","Cobra","USA","Action/Crime/Thriller",,"tt0090859"
1986,"80","Platoon","USA","Action/Drama/Adventure",,"tt0091763"
1986,"78","Aliens","USA/GB","Sci-Fi/Horror/Action",,"tt0090605"
1986,"78","Police Academy 3: Back in Training","USA","Comedy/Action/Crime",,"tt0091777"
1986,"78","The Name of the Rose","I/D/F","Mystery/Drama/Crime",,"tt0091605"
1986,"78","Legal Eagles","USA","Comedy/Crime/Romance",,"tt0091396"
1986,"78","Heartbreak Ridge","USA","Thriller/Drama/Action",,"tt0091187"
1986,"77","An American Tail","USA","Animation/Family/Adventure",,"tt0090633"
1986,"77","Back to School","USA","Comedy/Romance",,"tt0090685"
1986,"75","The Golden Child","USA","Action/Comedy/Adventure",,"tt0091129"
1986,"75","Poltergeist II: The Other Side","USA","Horror/Thriller/Mystery",,"tt0091778"
1986,"74","Ferris Bueller's Day Off","USA","Comedy/-",,"tt0091042"
1986,"74","Ruthless People","USA","Comedy/Crime",,"tt0091877"
1986,"73","Star Trek IV: The Voyage Home","USA","Sci-Fi/Adventure/Action",,"tt0092007"
1986,"71","The Fly","USA","Horror/Sci-Fi/Drama",,"tt0091064"
1986,"68","The Fugitives","F","Comedy/Crime/Drama",,"tt0091093"
1986,"65","Stand by Me","USA","Adventure/Family/Drama",,"tt0092005"
1986,"65","The Transformers: The Movie","USA/J","Animation/Action/Adventure",,"tt0092106"
1986,"65","Down and Out in Beverly Hills","USA","Comedy/Drama",,"tt0090966"
1986,"64","Betty Blue - 37.2°C in the morning","F","Drama/Erotic/Romance",,"tt0090563"
1986,"61","9 1/2 Weeks","USA","Romance/Drama/Erotic",,"tt0091635"
1986,"61","Labyrinth","GB/USA","Fantasy/Family/Adventure",,"tt0091369"
1986,"60","WrestleMania II","USA","Event/Action/Sports","d2TV","tt0248615"
1986,"59","The Color of Money","USA","Thriller/Drama",,"tt0090863"
1986,"58","Momo","D/I","Fantasy/Family",,"tt0091537"
1986,"57","Asterix in Britain","F/B/DK","Animation/Comedy/Adventure",,"tt0090667"
1986,"55","Highlander","GB/USA","Adventure/Fantasy/Action",,"tt0091203"
1986,"55","Fire and Ice","D","Action/Sports/Romance",,"tt0093027"
1986,"54","Didi Drives Me Crazy","D/F","Comedy/Crime/Action",,"tt0090945"
1986,"52","Basil the Great Mouse Detective","USA","Animation/Family/Adventure",,"tt0091149"
1986,"51","Peggy Sue Got Married","USA","Romance/Comedy/Fantasy",,"tt0091738"
1986,"50","Short Circuit","USA","Comedy/Sci-Fi/Family",,"tt0091949"
1986,"49","Pirates","F/TN/PL","Adventure/Action/Comedy",,"tt0091757"
1986,"46","Little Shop of Horrors","USA","Comedy/Horror/Music",,"tt0091419"
1986,"46","Howard the Duck","USA","Comedy/Family/Sci-Fi",,"tt0091225"
1986,"45","Hannah and her Sisters","USA","Comedy/Drama",,"tt0091167"
1986,"44","Blue Velvet","USA","Thriller/Drama/Mystery",,"tt0090756"
1986,"41","Jumpin' Jack Flash","USA","Comedy/Thriller/Romance",,"tt0091306"
1986,"40","The Sacrifice","S/GB/F","Drama/-",,"tt0091670"
1986,"40","The Brotherhood of Justice","USA","Thriller/Action/Drama","d2TV","tt0090775"
1986,"40","Matador","E","Thriller/Erotic/Drama",,"tt0091495"
1986,"38","Big Trouble in Little China","USA","Action/Comedy/Adventure",,"tt0090728"
1986,"37","Ordinary Heroes","USA","Action/Drama/Romance","d2TV","tt0091693"
1986,"36","Allan Quatermain and the Lost City of Gold","USA","Adventure/Action/Comedy",,"tt0092534"
1986,"35","Psycho III","USA","Thriller/Horror/Mystery",,"tt0091799"
1986,"35","Tough Guys","USA","Comedy/Crime",,"tt0092105"
1986,"35","The Gruff","I","Comedy/Thriller",,"tt0092709"
1986,"35","Critters","USA","Horror/Comedy/Sci-Fi",,"tt0090887"
1986,"32","Odd Jobs","USA","Comedy/Crime",,"tt0087829"
1986,"32","She's Gotta Have It","USA","Comedy/Romance/Erotic",,"tt0091939"
1986,"32","Friday the 13th Part VI: Jason Lives","USA","Horror/Thriller",,"tt0091080"
1986,"31","Flight of the Navigator","USA","Sci-Fi/Family/Adventure",,"tt0091059"
1986,"31","Barefoot Gen 2","J","Animation/Drama",,"tt0171357"
1986,"28","The Texas Chainsaw Massacre 2","USA","Horror/Comedy/Thriller",,"tt0092076"
1986,"25","Necropolis","USA","Horror/Mystery/Fantasy","d2TV","tt0091617"
1986,"25","The Venetian Woman","I","Erotic/Romance/Drama",,"tt0092157"
1986,"24","The Best of Times","USA","Comedy/Drama/Sports",,"tt0090713"
1986,"22","Maximum Overdrive","USA","Horror/Comedy/Action",,"tt0091499"
1986,"22","Invaders from Mars","USA","Horror/Sci-Fi",,"tt0091276"
1986,"20","Midnight Gigolo / Peep Show / Christina","I","Erotic/Drama",,"tt0092180"
1986,"20","Silip - Daughters of Eve","RP","Erotic/Drama/Thriller",,"tt0292236"
1986,"17","Down by Law","USA","Comedy/Crime/Drama",,"tt0090967"
1986,"16","Heat","USA","Action/Thriller/Drama",,"tt0093164"
1986,"16","When the Wind Blows","GB","Animation/Drama/Sci-Fi",,"tt0090315"
1986,"14","Opposing Force","USA","Action/Drama/Thriller",,"tt0091688"
1987,"90","Fatal Attraction","USA","Thriller/Drama/Erotic",,"tt0093010"
1987,"89","Beverly Hills Cop II","USA","Action/Comedy/Crime",,"tt0092644"
1987,"86","Three Men and a Baby","USA","Comedy/Drama/Family",,"tt0094137"
1987,"86","Dirty Dancing","USA","Romance/Music/Drama",,"tt0092890"
1987,"85","The Living Daylights","GB/USA","Thriller/Action/Adventure",,"tt0093428"
1987,"84","Full Metal Jacket","GB/USA","Action/Drama",,"tt0093058"
1987,"81","Lethal Weapon","USA","Action/Comedy/Thriller",,"tt0093409"
1987,"81","Good Morning, Vietnam","USA","Comedy/Adventure/Drama",,"tt0093105"
1987,"81","Moonstruck","USA","Comedy/Drama/Romance",,"tt0093565"
1987,"80","WrestleMania III","USA","Event/Action/Sports","d2TV","tt0250824"
1987,"79","The Secret of My Success","USA","Comedy/Romance",,"tt0093936"
1987,"78","The Untouchables","USA","Thriller/Drama/Crime",,"tt0094226"
1987,"76","Predator","USA","Action/Sci-Fi/Horror",,"tt0093773"
1987,"74","Police Academy 4: Citizens on Patrol","USA","Comedy/Action/Crime",,"tt0093756"
1987,"71","Stakeout","USA","Action/Comedy/Crime",,"tt0094025"
1987,"71","Dragnet","USA","Comedy/Crime",,"tt0092925"
1987,"70","The Witches of Eastwick","USA","Comedy/Fantasy/Horror",,"tt0094332"
1987,"70","Holly - The New Movie","D","Comedy/Romance",,"tt0095799"
1987,"66","Throw Momma from the Train","USA","Comedy/Crime/Thriller",,"tt0094142"
1987,"64","La Bamba","USA","Drama/Music",,"tt0093378"
1987,"62","The Princess Bride","USA","Family/Adventure/Comedy",,"tt0093779"
1987,"61","RoboCop","USA","Sci-Fi/Action/Crime",,"tt0093870"
1987,"60","Outrageous Fortune","USA","Comedy/-",,"tt0093690"
1987,"60","Royal Space Force: The Wings of Honnêamise","J","Animation/Sci-Fi/Drama",,"tt0093207"
1987,"59","The Last Emperor","GB/USA","Epic/Drama/History",,"tt0093389"
1987,"59","Broadcast News","USA","Comedy/Drama/Romance",,"tt0092699"
1987,"59","Jaws: The Revenge","USA","Horror/Thriller/Adventure",,"tt0093300"
1987,"58","Eddie Murphy: Raw","USA","Show/Comedy/Documentary",,"tt0092948"
1987,"55","A Chinese Ghost Story","HK","Fantasy/Romance/Action",,"tt0093978"
