"Year","$%","Title_EN","Country","Genres","Distribution","IMDb"
2005,"80","Madagascar","USA","Animation/Family/Adventure",,"tt0351283"
2005,"76","Mr. & Mrs. Smith","USA","Action/Comedy/Romance",,"tt0356910"
2005,"76","Charlie and the Chocolate Factory","USA/GB/AUS","Family/Fantasy/Music",,"tt0367594"
2005,"74","Batman Begins","USA","Sci-Fi/Thriller/Action",,"tt0372784"
2005,"73","Hitch","USA","Romance/Comedy",,"tt0386588"
2005,"69","Fantastic Four","USA","Sci-Fi/Action/Adventure",,"tt0120667"
2005,"67","Chicken Little","USA","Animation/Family/Sci-Fi",,"tt0371606"
2005,"65","Wedding Crashers","USA","Romance/Comedy",,"tt0396269"
2005,"65","Tom-Yum-Goong / The Protector / Warrior King","T/AUS","Action/Thriller/Drama",,"tt0427954"
2005,"63","Robots","USA","Animation/Comedy/Sci-Fi",,"tt0358082"
2005,"63","The White Masai","D","Romance/Drama",,"tt0436889"
2005,"61","Constantine","USA","Thriller/Horror/Action",,"tt0360486"
2005,"60","Flightplan","USA/D","Thriller/Drama/Mystery",,"tt0408790"
2005,"59","Kingdom of Heaven","GB/D/USA","Epic/Adventure/Action",,"tt0320661"
2005,"58","Fun with Dick and Jane","USA","Comedy/Crime",,"tt0369441"
2005,"57","The Pacifier","USA","Family/Action/Comedy",,"tt0395699"
2005,"56","Wallace & Gromit: The Curse of the Were-Rabbit","GB/USA","Animation/Family/Comedy",,"tt0312004"
2005,"55","The Hitchhiker's Guide to the Galaxy","GB/USA","Sci-Fi/Comedy/Adventure",,"tt0371724"
2005,"52","The Wild Soccer Bunch 2: All Is Well, So Long as You Are Wild!","D","Family/Sports/Adventure",,"tt0418325"
2005,"51","The Ring Two","USA","Horror/Mystery",,"tt0377109"
2005,"49","Sin City","USA","Thriller/Action/Crime",,"tt0401792"
2005,"49","Saw II","CDN/USA","Horror/Thriller/Mystery",,"tt0432348"
2005,"47","Herbie Fully Loaded","USA","Comedy/Family/Adventure",,"tt0400497"
2005,"47","The Legend of Zorro","USA","Adventure/Western/Comedy",,"tt0386140"
2005,"46","Munich","USA/CDN","Thriller/Drama/History",,"tt0408306"
2005,"46","Cheaper by the Dozen 2","USA","Family/Comedy/Adventure",,"tt0452598"
2005,"46","Sophie Scholl - The Final Days","D","Drama/History/Thriller",,"tt0426578"
2005,"43","Pride & Prejudice","GB/USA/F","Romance/Drama",,"tt0414387"
2005,"41","Wolf Creek","AUS","Horror/Thriller/Adventure",,"tt0416315"
2005,"40","The Amityville Horror","USA","Horror/Mystery/Fantasy",,"tt0384806"
2005,"39","The Brothers Grimm","USA/GB/CZ","Fantasy/Comedy/Adventure",,"tt0355295"
2005,"38","Miss Congeniality 2: Armed and Fabulous","USA","Action/Comedy/Crime",,"tt0385307"
2005,"37","Jarhead","USA","Action/Drama/History",,"tt0418763"
2005,"35","Match Point","GB/USA/L","Thriller/Drama/Romance",,"tt0416320"
2005,"32","Coach Carter","USA","Drama/Sports",,"tt0393162"
2005,"31","xXx: State of the Union","USA","Action/Thriller/Adventure",,"tt0329774"
2005,"25","Land of the Dead","CDN/F/USA","Horror/Thriller",,"tt0418819"
2005,"24","Oliver Twist","GB/CZ/F/USA","Drama/Adventure/Crime",,"tt0380599"
2005,"19","24/7: The Passion of Life","D","Erotic/Drama",,"tt0450233"
2005,"18","Tideland","GB/CDN","Fantasy/Drama/Horror",,"tt0410764"
2005,"18","Battle in Heaven","MEX/B/F/D","Erotic/Drama/Thriller",,"tt0387055"
2005,"13","Don't Come Knocking","USA/D","Drama/Adventure/Western",,"tt0377800"
2005,"12","Operation Rienzi","D","Comedy/Fantasy","-","tt0806143"
2005,"12","Hate Crime","USA","Drama/Mystery/Crime",,"tt0415833"
2006,"89","Pirates of the Caribbean: Dead Man's Chest","USA","Adventure/Fantasy/Action",,"tt0383574"
2006,"84","The Da Vinci Code","USA","Thriller/Mystery/Action",,"tt0382625"
2006,"84","Casino Royale","GB/USA/CZ/D","Thriller/Action/Adventure",,"tt0381061"
2006,"81","Ice Age 2: The Meltdown","USA","Animation/Family/Comedy",,"tt0438097"
2006,"78","Night at the Museum","GB/USA","Family/Fantasy/Comedy",,"tt0477347"
2006,"75","Cars","USA","Animation/Comedy/Sports",,"tt0317219"
2006,"75","X-Men: The Last Stand","USA/GB","Sci-Fi/Action/Adventure",,"tt0376994"
2006,"74","300","USA","Adventure/Action/Fantasy",,"tt0416449"
2006,"72","Superman Returns","USA","Sci-Fi/Action",,"tt0348150"
2006,"72","Mission: Impossible III","USA","Action/Thriller/Adventure",,"tt0317919"
2006,"71","Happy Feet","USA/AUS","Animation/Family/Adventure",,"tt0366548"
2006,"68","Perfume: The Story of a Murderer","D/F/E/USA","Drama/Thriller/Fantasy",,"tt0396171"
2006,"67","Over the Hedge","USA","Animation/Family/Comedy",,"tt0327084"
2006,"67","7 Dwarves: The Forest Is Not Enough","D","Comedy/Fantasy/Family",,"tt0461642"
2006,"65","The Devil Wears Prada","USA","Comedy/Drama",,"tt0458352"
2006,"65","Germany. A Summer's Tale","D","Documentary/Sports/Report",,"tt0853060"
2006,"65","The Christmas Card","USA","Family/Romance/Drama","d2TV","tt0783494"
2006,"64","The Pursuit of Happyness","USA","Drama/-",,"tt0454921"
2006,"63","The Departed","USA","Thriller/Drama/Crime",,"tt0407887"
2006,"63","V for Vendetta","GB/USA/D","Thriller/Sci-Fi/Drama",,"tt0434409"
2006,"61","Borat! Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","USA/GB","Comedy/Gossip",,"tt0443453"
2006,"60","Eragon","USA/GB","Fantasy/Family/Adventure",,"tt0449010"
2006,"59","Click","USA","Comedy/Drama/Sci-Fi",,"tt0389860"
2006,"57","The Holiday","GB/USA","Romance/Comedy",,"tt0457939"
2006,"57","The Break-Up","USA","Comedy/Drama/Romance",,"tt0452594"
2006,"57","The Lives of Others","D","Thriller/Drama/Mystery",,"tt0405094"
2006,"56","Apocalypto","USA","Epic/Adventure/History",,"tt0472043"
2006,"56","Open Season","USA","Animation/Family/Comedy",,"tt0400717"
2006,"55","The Wild Soccer Bunch 3","D","Family/Sports/Adventure",,"tt0764283"
2006,"53","Poseidon","USA","Thriller/Drama/Adventure",,"tt0409182"
2006,"53","Déjà Vu","USA","Action/Thriller/Sci-Fi",,"tt0453467"
2006,"53","Flushed Away","USA/GB","Animation/Family/Adventure",,"tt0424095"
2006,"53","Scary Movie 4","USA","Comedy/Horror/Sci-Fi",,"tt0362120"
2006,"51","Saw III","USA/CDN","Horror/Thriller/Mystery",,"tt0489270"
2006,"49","Pan's Labyrinth","E/MEX","Fantasy/Adventure/Drama",,"tt0457430"
2006,"48","World Trade Center","USA","Thriller/Drama/History",,"tt0469641"
2006,"47","Rocky Balboa","USA","Action/Drama/Sports",,"tt0479143"
2006,"47","The Fast and the Furious: Tokyo Drift","USA/D","Action/Thriller/Crime",,"tt0463985"
2006,"45","Lights in the Dusk","FIN/D/F","Drama/Crime/Comedy",,"tt0458242"
2006,"44","Big Momma's House 2","USA","Comedy/Action/Crime",,"tt0421729"
2006,"42","Babel","USA/MEX/MA/F","Drama/Adventure",,"tt0449467"
2006,"41","Children of Men","GB/USA/J","Thriller/Sci-Fi/Drama",,"tt0206634"
2006,"40","Final Destination 3","USA","Horror/Thriller",,"tt0414982"
2006,"40","The Omen: 666","USA","Horror/Mystery/Fantasy",,"tt0466909"
2006,"39","The Prestige","GB/USA","Thriller/Drama/Sci-Fi",,"tt0482571"
2006,"39","The Santa Clause 3: The Escape Clause","USA","Family/Fantasy/Comedy",,"tt0452681"
2006,"38","Asterix and the Vikings","DK/F","Animation/Comedy/Adventure",,"tt0371552"
2006,"37","The Girl Who Leapt Through Time","J","Animation/Drama/Sci-Fi",,"tt0808506"
2006,"32","Idiocracy","USA","Comedy/Sci-Fi/Adventure",,"tt0387808"
2006,"30","Lady in the Water","USA","Thriller/Fantasy/Drama",,"tt0452637"
2006,"28","An Inconvenient Truth","USA","Documentary/-",,"tt0497116"
2006,"27","Paprika","J","Animation/Thriller/Sci-Fi",,"tt0851578"
2006,"26","Lady Chatterley","F","Erotic/Romance/Drama",,"tt0459880"
2006,"24","The Texas Chainsaw Massacre: The Beginning","USA","Horror/Thriller",,"tt0420294"
2006,"24","The Black Dahlia","USA/F/D","Thriller/Mystery/Drama",,"tt0387877"
2006,"24","Hollow Man 2","USA","Sci-Fi/Thriller/Mystery","d2Video","tt0469916"
2006,"23","Tekkonkinkreet","J","Animation/Thriller/Adventure",,"tt0831888"
2006,"22","Scoop","GB/USA","Comedy/Mystery/Romance",,"tt0457513"
2006,"21","The Fountain","USA","Drama/Fantasy/Romance",,"tt0414993"
2006,"21","Monamour","I","Erotic/Drama/Romance",,"tt0480919"
2006,"19","Shortbus","USA","Erotic/Drama/Comedy",,"tt0367027"
2006,"17","Twisted Sisters","D/GB","Erotic/Horror/Thriller",,"tt0439569"
2006,"15","Paris, je t'aime","F/FL/CH/D","Romance/Comedy/Drama",,"tt0401711"
2006,"14","A Scanner Darkly","USA","Thriller/Animation/Sci-Fi",,"tt0405296"
2006,"13","Cashback","GB","Romance/Erotic/Comedy",,"tt0460740"
2006,"11","The Little Bastard and the Old Fart: Death Sucks","D","Animation/Comedy",,"tt0483706"
2007,"88","Pirates of the Caribbean: At World's End","USA","Adventure/Fantasy/Action",,"tt0449088"
2007,"87","Harry Potter and the Order of the Phoenix","GB/USA","Fantasy/Family/Adventure",,"tt0373889"
2007,"86","Spider-Man 3","USA","Sci-Fi/Action/Adventure",,"tt0413300"
2007,"85","Shrek the Third","USA","Animation/Family/Comedy",,"tt0413267"
2007,"83","Transformers","USA","Sci-Fi/Action/Adventure",,"tt0418279"
2007,"81","Ratatouille","USA","Animation/Family/Comedy",,"tt0382932"
2007,"79","I Am Legend","USA","Sci-Fi/Action/Thriller",,"tt0480249"
2007,"77","The Simpsons Movie","USA","Animation/Comedy/Adventure",,"tt0462538"
2007,"74","National Treasure 2: Book of Secrets","USA","Adventure/Mystery/Action",,"tt0465234"
2007,"74","Lust, Caution","USA/CHN/RC","Thriller/Erotic/Drama",,"tt0808357"
2007,"74","Rabbit Without Ears","D","Romance/Comedy",,"tt0960790"
2007,"73","The Bourne Ultimatum","USA/D","Action/Mystery/Thriller",,"tt0440963"
2007,"69","Earth","F/GB/D/USA","Documentary/-",,"tt0393597"
2007,"67","Die Hard 4.0 - Live Free or Die Hard","USA","Action/Thriller",,"tt0337978"
2007,"67","Mr. Bean's Holiday","GB/F/USA","Comedy/Adventure/Family",,"tt0453451"
2007,"67","Taxi 4","F","Action/Comedy/Crime",,"tt0804540"
2007,"66","The Golden Compass","USA/GB","Fantasy/Family/Adventure",,"tt0385752"
2007,"66","Alvin and the Chipmunks","USA","Family/Comedy/Music",,"tt0952640"
2007,"65","Enchanted","USA","Family/Fantasy/Animation",,"tt0461770"
2007,"64","Ocean's Thirteen","USA","Thriller/Comedy/Crime",,"tt0496806"
2007,"63","Fantastic Four: Rise of the Silver Surfer","USA/D","Sci-Fi/Action/Adventure",,"tt0486576"
2007,"62","Bee Movie","USA","Animation/Family/Comedy",,"tt0389790"
2007,"60","The Wild Soccer Bunch 4","D","Family/Sports/Adventure",,"tt0811159"
2007,"59","Lissi and the Wild Emperor","D","Animation/Comedy/Romance",,"tt0498525"
2007,"58","American Gangster","USA","Thriller/Drama/Crime",,"tt0765429"
2007,"57","Rush Hour 3","USA","Action/Comedy/Crime",,"tt0293564"
2007,"56","Wild Hogs","USA","Comedy/Adventure/Action",,"tt0486946"
2007,"55","Juno","USA","Drama/Comedy/Romance",,"tt0467406"
2007,"54","Ghost Rider","USA","Action/Thriller/Fantasy",,"tt0259324"
2007,"49","Evan Almighty","USA","Comedy/Family/Fantasy",,"tt0413099"
2007,"44","Resident Evil: Extinction","D/GB/CDN/F/USA","Horror/Action/Sci-Fi",,"tt0432021"
2007,"42","Saw IV","USA/CDN","Horror/Thriller/Mystery",,"tt0890870"
2007,"41","Elizabeth: The Golden Age","GB/F/D/USA/IND","Drama/History",,"tt0414055"
2007,"40","Atonement","GB/F","Drama/Romance/Mystery",,"tt0783233"
2007,"40","Aliens vs. Predator: Requiem","USA","Sci-Fi/Action/Horror",,"tt0758730"
2007,"40","The Vexxer","D","Comedy/Crime/Mystery",,"tt0446009"
2007,"34","Zodiac","USA","Thriller/Mystery/Drama",,"tt0443706"
2007,"34","Premonition","USA","Drama/Mystery/Fantasy",,"tt0477071"
2007,"34","Hannibal Rising","GB/CZ/F/I/USA","Thriller/Drama/Crime",,"tt0367959"
2007,"32","The Number 23","USA","Thriller/Mystery/Crime",,"tt0481369"
2007,"27","28 Weeks Later","GB/USA/E","Horror/Sci-Fi/Action",,"tt0463854"
2007,"26","Death Proof","USA","Action/Thriller",,"tt1028528"
2007,"24","Funny Games","USA/F/GB/D/I","Horror/Drama/Thriller",,"tt0808279"
2007,"22","Diary of the Dead","CDN/USA","Horror/Sci-Fi/Fantasy",,"tt0848557"
2007,"17","Planet Terror","USA","Horror/Action/Comedy",,"tt1077258"
2008,"87","The Dark Knight","USA/GB","Sci-Fi/Thriller/Action",,"tt0468569"
2008,"84","Indiana Jones and the Kingdom of the Crystal Skull","USA","Adventure/Action",,"tt0367882"
2008,"82","Quantum of Solace","GB/USA","Thriller/Action/Adventure",,"tt0830515"
2008,"80","Kung Fu Panda","USA","Animation/Family/Action",,"tt0441773"
2008,"79","Hancock","USA","Action/Comedy/Sci-Fi",,"tt0448157"
2008,"79","Mamma Mia!","USA/GB/D","Romance/Music/Comedy",,"tt0795421"
2008,"78","Madagascar: Escape 2 Africa","USA","Animation/Family/Adventure",,"tt0479952"
2008,"77","Iron Man","USA","Sci-Fi/Action/Adventure",,"tt0371746"
2008,"75","WALL·E","USA","Animation/Family/Sci-Fi",,"tt0910970"
2008,"75","Slumdog Millionaire","GB","Drama/Crime/Romance",,"tt1010048"
2008,"75","Asterix at the Olympic Games","F","Comedy/Adventure/Family",,"tt0463872"
2008,"71","The Chronicles of Narnia: Prince Caspian","GB/USA","Fantasy/Family/Adventure",,"tt0499448"
2008,"71","Sex and the City","USA","Romance/Comedy/Drama",,"tt1000774"
2008,"70","Twilight","USA","Fantasy/Romance/Drama",,"tt1099212"
2008,"66","Wanted","USA/D/RUS","Thriller/Action/Crime",,"tt0493464"
2008,"65","The Curious Case of Benjamin Button","USA","Romance/Fantasy/Drama",,"tt0421715"
2008,"65","Taken / 96 Hours / The Hostage","F","Thriller/Action/Crime",,"tt0936501"
2008,"62","Bolt","USA","Animation/Family/Comedy",,"tt0397892"
2008,"61","Horton Hears a Who!","USA","Animation/Family/Comedy",,"tt0451079"
2008,"61","The Wave","D","Drama/Thriller",,"tt1063669"
2008,"59","The Baader Meinhof Complex","D","Thriller/Drama/History",,"tt0765432"
2008,"57","10,000 BC","USA","Adventure/Action/Drama",,"tt0443649"
2008,"57","Gran Torino","USA","Drama/Thriller",,"tt1205489"
2008,"56","The Incredible Hulk","USA","Sci-Fi/Action/Adventure",,"tt0800080"
2008,"55","The Tonight Show with Jay Leno","USA","Talkshow/Gossip/Show","d2TV","tt1268759"
2008,"53","Journey to the Center of the Earth","USA","Adventure/Family/Fantasy",,"tt0373051"
2008,"52","The Day the Earth Stood Still","USA","Sci-Fi/Drama/Adventure",,"tt0970416"
2008,"49","Bedtime Stories","USA","Family/Fantasy/Comedy",,"tt0960731"
2008,"49","The Wild Soccer Bunch 5","D","Family/Sports/Fantasy",,"tt1058579"
2008,"45","Cloverfield","USA","Sci-Fi/Action/Horror",,"tt1060277"
2008,"44","Hellboy II: The Golden Army","USA","Sci-Fi/Action/Adventure",,"tt0411477"
2008,"38","Stargate: The Ark of Truth","USA","Sci-Fi/Action/Adventure","d2Video","tt0942903"
2008,"38","Rambo","USA/D","Action/Adventure/Thriller",,"tt0462499"
2008,"38","Saw V","CDN/USA","Horror/Thriller/Mystery",,"tt1132626"
2008,"35","Stargate: Continuum","USA","Sci-Fi/Action/Adventure","d2Video","tt0929629"
2008,"29","The X Files: I Want to Believe","USA","Mystery/Sci-Fi/Crime",,"tt0443701"
2008,"27","Definitely, Maybe","GB/USA/F/D","Romance/Comedy/Drama",,"tt0832266"
2008,"27","Zombie Strippers!","USA","Erotic/Horror/Comedy",,"tt0960890"
2008,"26","Troglodyte / Sea Beast","USA","Action/Fantasy/Comedy","d2TV","tt1314248"
2008,"23","Zombies! Zombies! Zombies! / Strippers vs Zombies","USA","Erotic/Horror/Comedy","d2Video","tt0906788"
2008,"22","Anaconda 3: Offspring","USA/RO","Adventure/Horror/Action","d2TV","tt1137996"
2008,"13","New York, I Love You","USA","Romance/Comedy/Drama",,"tt0808399"
2008,"12","Felon","USA","Thriller/Drama/Crime",,"tt1117385"
2008,"11","Crowley / Chemical Wedding","GB","Horror/Sci-Fi/Comedy",,"tt0974536"
2008,"10","Full Employment","D","Comedy/Horror","-","tt1283466"
2009,"98","Avatar","USA/GB","Sci-Fi/Epic/Adventure",,"tt0499549"
2009,"87","Harry Potter and the Half-Blood Prince","GB/USA","Fantasy/Family/Adventure",,"tt0417741"
2009,"85","Ice Age 3: Dawn of the Dinosaurs","USA","Animation/Family/Comedy",,"tt1080016"
2009,"83","Transformers: Revenge of the Fallen","USA","Sci-Fi/Action/Adventure",,"tt1055369"
2009,"81","2012","USA","Sci-Fi/Thriller/Adventure",,"tt1190080"
2009,"80","Up","USA","Animation/Family/Adventure",,"tt1049413"
2009,"79","The Twilight Saga: New Moon","USA","Fantasy/Romance/Drama",,"tt1259571"
2009,"74","Sherlock Holmes","GB/USA/D","Thriller/Action/Mystery",,"tt0988045"
2009,"72","Angels & Demons","USA","Thriller/Mystery/Action",,"tt0808151"
2009,"71","Vicky the Viking","D","Family/Adventure/Comedy",,"tt1167599"
2009,"71","The Girl with the Dragon Tattoo","S/DK/D","Thriller/Mystery/Erotic",,"tt1132620"
2009,"70","The Hangover","USA","Comedy/-",,"tt1119646"
2009,"68","Alvin and the Chipmunks: The Squeakquel","USA","Family/Comedy/Music",,"tt1231580"
2009,"68","Rabbit Without Ears 2","D","Romance/Comedy/Drama",,"tt1343755"
2009,"66","Star Trek","USA","Sci-Fi/Adventure/Action",,"tt0796366"
2009,"66","Night at the Museum: Battle of the Smithsonian","USA","Family/Fantasy/Comedy",,"tt1078912"
2009,"65","Monsters vs. Aliens","USA","Animation/Family/Sci-Fi",,"tt0892782"
2009,"64","X-Men Origins: Wolverine","USA","Sci-Fi/Action/Adventure",,"tt0458525"
2009,"64","Terminator Salvation","USA","Action/Sci-Fi/Thriller",,"tt0438488"
2009,"64","District 9","NZ/USA/ZA","Sci-Fi/Thriller/Drama",,"tt1136608"
2009,"63","Fast & Furious","USA/J","Action/Thriller/Crime",,"tt1013752"
2009,"63","The Girl Who Played with Fire","S/DK/D","Thriller/Mystery/Erotic",,"tt1216487"
2009,"63","Summer Wars","J","Animation/Sci-Fi/Adventure",,"tt1474276"
2009,"60","Inglourious Basterds","USA/D","Action/Thriller/Comedy",,"tt0361748"
2009,"60","A Christmas Carol","USA","Animation/Family/Fantasy",,"tt1067106"
2009,"59","The Proposal","USA","Romance/Comedy/Drama",,"tt1041829"
2009,"58","Pope Joan","D/GB/I/E","Epic/Drama/Romance",,"tt0458455"
2009,"56","G.I. Joe: The Rise of Cobra","USA","Action/Sci-Fi/Adventure",,"tt1046173"
2009,"55","The Girl Who Kicked the Hornets' Nest","S/DK/D","Thriller/Mystery/Erotic",,"tt1343097"
2009,"55","Redline","J","Animation/Sci-Fi/Action",,"tt1483797"
2009,"54","The Blind Side","USA","Drama/Family/Sports",,"tt0878804"
2009,"53","The Princess and the Frog","USA","Animation/Family/Fantasy",,"tt0780521"
2009,"52","Cloudy with a Chance of Meatballs","USA","Animation/Family/Comedy",,"tt0844471"
2009,"48","Final Destination 4 - The Final Destination","USA","Horror/Thriller",,"tt1144884"
2009,"44","Brüno","USA/GB","Comedy/Gossip",,"tt0889583"
2009,"31","Saw VI","USA/CDN","Horror/Thriller/Mystery",,"tt1233227"
2009,"27","The Imaginarium of Doctor Parnassus","GB/CDN/F","Fantasy/Comedy/Adventure",,"tt1054606"
2009,"25","Do Me Love","F","Erotic/Comedy/Drama",,"tt5480768"
2009,"22","Brothers","USA","Drama/Thriller/Romance",,"tt0765010"
2009,"18","Survival of the Dead","CDN/USA","Horror/Thriller/Comedy",,"tt1134854"
2009,"15","Chloe","USA/CDN/F","Thriller/Drama/Erotic",,"tt1352824"
2009,"14","Moon","GB/USA","Sci-Fi/Drama/Mystery",,"tt1182345"
2009,"14","The Boondock Saints II: All Saints Day","USA","Action/Thriller",,"tt1300851"
2010,"88","Toy Story 3","USA","Animation/Family/Adventure",,"tt0435761"
2010,"88","Alice in Wonderland","USA","Fantasy/Family/Adventure",,"tt1014759"
2010,"87","Harry Potter and the Deathly Hallows: Part 1","GB/USA","Fantasy/Family/Adventure",,"tt0926084"
2010,"82","Inception","USA/GB","Sci-Fi/Thriller/Action",,"tt1375666"
2010,"81","Shrek Forever After","USA","Animation/Family/Comedy",,"tt0892791"
2010,"79","The Twilight Saga: Eclipse","USA","Fantasy/Romance/Drama",,"tt1325004"
2010,"77","Iron Man 2","USA","Sci-Fi/Action/Adventure",,"tt1228705"
2010,"75","Tangled","USA","Animation/Family/Fantasy",,"tt0398286"
2010,"74","Despicable Me","USA","Animation/Family/Crime",,"tt1323594"
2010,"71","How to Train Your Dragon","USA","Animation/Family/Adventure",,"tt0892769"
2010,"71","Clash of the Titans","USA/GB/AUS","Fantasy/Action/Adventure",,"tt0800320"
2010,"68","The King's Speech","GB/AUS","Drama/History",,"tt1504320"
2010,"68","The Chronicles of Narnia: The Voyage of the Dawn Treader","GB/USA","Fantasy/Family/Adventure",,"tt0980970"
2010,"65","Tron: Legacy","USA","Sci-Fi/Action/Adventure",,"tt1104001"
2010,"65","Friendship!","D","Comedy/Adventure",,"tt1247657"
2010,"62","The Karate Kid","USA/CHN/HK","Action/Family/Drama",,"tt1155076"
2010,"62","Prince of Persia: The Sands of Time","USA","Adventure/Action/Fantasy",,"tt0473075"
2010,"60","Black Swan","USA","Drama/Thriller/Music",,"tt0947798"
2010,"59","Megamind","USA","Animation/Family/Sci-Fi",,"tt1001526"
2010,"59","Robin Hood","GB/USA","Adventure/Action/Drama",,"tt0955308"
2010,"59","The Last Airbender","USA","Fantasy/Family/Adventure",,"tt0938283"
2010,"58","Meet the Parents: Little Fockers","USA","Comedy/Romance",,"tt0970866"
2010,"55","Sex and the City 2","USA","Romance/Comedy/Drama",,"tt1261945"
2010,"55","Resident Evil: Afterlife","D/GB/USA/CDN/F","Horror/Action/Sci-Fi",,"tt1220634"
2010,"54","Shutter Island","USA","Thriller/Drama/Mystery",,"tt1130884"
2010,"53","The Expendables","USA","Action/Adventure/Thriller",,"tt1320253"
2010,"52","Grown Ups","USA","Comedy/-",,"tt1375670"
2010,"48","The Social Network","USA","Drama/History",,"tt1285016"
2010,"43","The Book of Eli","USA","Sci-Fi/Action/Thriller",,"tt1037705"
2010,"43","Otto's Eleven","D","Comedy/Crime/Family",,"tt1578128"
2010,"40","Cats & Dogs: The Revenge of Kitty Galore","USA/AUS","Family/Sci-Fi/Comedy",,"tt1287468"
2010,"39","Saw 3D","USA","Horror/Thriller/Mystery",,"tt1477076"
2010,"23","Big Tits Zombie","J","Erotic/Horror/Comedy",,"tt1642252"
2010,"12","The Experiment","USA","Thriller/Drama",,"tt0997152"
2011,"90","Harry Potter and the Deathly Hallows - Part 2","GB/USA","Fantasy/Family/Adventure",,"tt1201607"
2011,"52","The Girl with the Dragon Tattoo","S/GB/USA/D","Thriller/Mystery/Erotic",,"tt1568346"
2012,"64","Prometheus","GB/USA","Sci-Fi/Horror/Mystery",,"tt1446714"
2013,"84","Despicable Me 2","USA","Animation/Family/Crime",,"tt1690953"
2013,"56","A Good Day to Die Hard","USA","Action/Thriller",,"tt1606378"
2015,"94","Minions","USA","Animation/Family/Adventure",,"tt2293640"
2015,"74","The Martian","GB/USA","Sci-Fi/Adventure/Drama",,"tt3659388"
2016,"34","The Magnificent Seven","USA","Western/Action/Adventure",,"tt2404435"
2017,"47","Blade Runner 2049","USA","Sci-Fi/Thriller/Drama",,"tt1856101"
